"Rider";"WeekOfYear";"mon_intensity";"mon_duration";"mon_hr";"tue_intensity";"tue_duration";"tue_hr";"wed_intensity";"wed_duration";"wed_hr";"thu_intensity";"thu_duration";"thu_hr";"fri_intensity";"fri_duration";"fri_hr";"sat_intensity";"sat_duration";"sat_hr";"sun_intensity";"sun_duration";"sun_hr"
"Rider5";"6/2011";0;0;0;0;0;0;0;0;0;2.0;7930.0;125.7;0;0;0;2.0;358.0;125.55;0;0;0
"Rider5";"51/2014";0;0;0;0;0;0;0;0;0;0;0;0;2.0;3910.0;121.76;0;0;0;2.0;6987.0;134.45
"Rider5";"49/2012";0;0;0;0;0;0;0;0;0;2.0;4692.0;132.97;0;0;0;0;0;0;0;0;0
"Rider2";"49/2012";0;0;0;0;0;0;0;0;0;2.0;5268.0;118.13;0;0;0;0;0;0;0;0;0
"Rider5";"17/2010";3.0;958.0;171.97;3.0;5482.0;170.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"47/2009";0;0;0;0;0;0;2.0;6505.0;137.62;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"15/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4037.0;155.7;0;0;0
"Rider5";"16/2011";0;0;0;2.0;85203.0;124.6;2.0;7847.0;135.04;0;0;0;0;0;0;2.0;5065.0;137.08;2.0;10823.0;129.96
"Rider5";"7/2010";0;0;0;0;0;0;2.0;15790.0;129.61;0;0;0;0;0;0;0;0;0;3.0;494.0;163.06
"Rider5";"5/2011";2.0;8357.0;127.09;0;0;0;0;0;0;0;0;0;2.0;9307.0;123.37;0;0;0;0;0;0
"Rider5";"6/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;5291.0;99.05;2.0;9062.0;122.97
"Rider5";"20/2009";0;0;0;0;0;0;2.0;3752.0;139.42;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"7/2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;11017.0;141.8;2.0;10068.0;132.22
"Rider5";"34/2009";0;0;0;1.0;9596.0;113.06;0;0;0;2.0;5811.0;124.69;0;0;0;2.0;4620.0;125.19;3.0;27100.0;148.22
"Rider5";"28/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4172.0;169.94
"Rider5";"12/2011";0;0;0;2.0;6048.0;121.75;0;0;0;2.0;8639.0;120.95;0;0;0;1.0;24780.0;116.65;0;0;0
"Rider5";"9/2011";0;0;0;0;0;0;0;0;0;3.0;11920.0;142.35;2.0;6834.0;128.26;0;0;0;2.0;12017.0;120.79
"Rider5";"41/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10509.0;139.19
"Rider2";"41/2012";0;0;0;0;0;0;0;0;0;1.0;3486.0;117.67;0;0;0;2.0;5923.0;123.86;2.0;8380.0;121.58
"Rider4";"41/2012";0;0;0;2.0;9375.0;125.21;2.0;3445.0;127.65;1.0;2444.0;114.86;2.0;9963.0;123.74;0;0;0;2.0;3158.0;130.17
"Rider5";"16/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;14606.0;128.1
"Rider5";"10/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;4287.0;106.41
"Rider5";"7/2009";0;0;0;0;0;0;2.0;11036.0;137.07;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"49/2010";0;0;0;2.0;7760.0;133.41;2.0;7016.0;140.04;0;0;0;0;0;0;0;0;0;3.0;5068.0;164.08
"Rider5";"14/2010";0;0;0;0;0;0;1.0;5754.0;115.62;2.0;6907.0;135.66;0;0;0;0;0;0;0;0;0
"Rider5";"29/2010";0;0;0;0;0;0;0;0;0;2.0;7184.0;136.74;0;0;0;0;0;0;0;0;0
"Rider5";"11/2011";0;0;0;0;0;0;0;0;0;0;0;0;3.0;8539.0;141.49;2.0;10018.0;137.52;0;0;0
"Rider5";"14/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;17360.0;124.93;2.0;28848.0;128.07;0;0;0
"Rider5";"48/2009";0;0;0;0;0;0;2.0;4266.0;132.73;0;0;0;0;0;0;0;0;0;3.0;5715.0;167.51
"Rider5";"17/2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;24774.0;131.54
"Rider5";"20/2011";0;0;0;1.0;18668.0;116.78;0;0;0;0;0;0;0;0;0;2.0;4416.0;136.01;0;0;0
"Rider5";"28/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;175418.0;97.0;0;0;0
"Rider5";"35/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;14458.0;122.19
"Rider5";"47/2014";0;0;0;0;0;0;2.0;5199.0;133.42;0;0;0;2.0;3753.0;131.19;2.0;5771.0;129.2;2.0;8385.0;131.11
"Rider1";"47/2014";0;0;0;0;0;0;3.0;4161.0;142.49;3.0;3473.0;151.92;3.0;12725.0;145.7;2.0;5627.0;130.96;0;0;0
"Rider5";"37/2010";2.0;6302.0;129.26;0;0;0;0;0;0;2.0;4507.0;137.02;0;0;0;0;0;0;0;0;0
"Rider5";"2/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;12930.0;134.98;3.0;17666.0;141.25;0;0;0
"Rider5";"13/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;19997.0;139.82;2.0;5929.0;129.3
"Rider5";"48/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;5665.0;125.87;0;0;0
"Rider1";"48/2014";0;0;0;3.0;5606.0;141.48;0;0;0;3.0;2335.0;143.45;2.0;11031.0;140.06;2.0;7157.0;138.68;0;0;0
"Rider5";"5/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;14972.0;137.21;0;0;0;0;0;0
"Rider5";"35/2010";0;0;0;0;0;0;0;0;0;2.0;5408.0;138.62;0;0;0;0;0;0;0;0;0
"Rider5";"9/2009";0;0;0;0;0;0;0;0;0;1.0;11068.0;107.04;0;0;0;0;0;0;0;0;0
"Rider5";"18/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;7723.0;127.94;0;0;0;3.0;5103.0;168.09
"Rider5";"37/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1889.0;120.47
"Rider5";"15/2011";0;0;0;2.0;5823.0;140.93;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4941.0;172.04
"Rider5";"6/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;9052.0;139.25;0;0;0;0;0;0
"Rider5";"32/2010";0;0;0;3.0;9130.0;142.54;2.0;6259.0;131.65;2.0;5904.0;123.05;0;0;0;0;0;0;0;0;0
"Rider5";"2/2011";0;0;0;0;0;0;2.0;20324.0;137.31;2.0;10194.0;123.69;0;0;0;2.0;11294.0;123.37;0;0;0
"Rider5";"41/2010";0;0;0;0;0;0;0;0;0;2.0;7700.0;137.17;0;0;0;0;0;0;0;0;0
"Rider5";"27/2010";0;0;0;0;0;0;0;0;0;2.0;6596.0;136.37;0;0;0;0;0;0;0;0;0
"Rider5";"10/2009";2.0;4462.0;130.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"19/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;18782.0;135.78;0;0;0
"Rider5";"15/2009";2.0;10909.0;135.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"42/2009";0;0;0;0;0;0;2.0;18979.0;135.37;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"26/2011";0;0;0;0;0;0;3.0;14279.0;146.16;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"26/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;4756.0;119.18;2.0;4923.0;128.92;0;0;0
"Rider5";"25/2011";0;0;0;0;0;0;3.0;4986.0;173.67;0;0;0;0;0;0;3.0;812.0;168.9;0;0;0
"Rider5";"31/2009";0;0;0;0;0;0;0;0;0;2.0;5888.0;123.5;0;0;0;0;0;0;2.0;6387.0;135.61
"Rider5";"19/2010";0;0;0;0;0;0;2.0;5471.0;120.53;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"3/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;13730.0;123.9;0;0;0
"Rider5";"12/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8021.0;137.96;0;0;0
"Rider5";"4/2010";0;0;0;0;0;0;0;0;0;0;0;0;3.0;9238.0;143.63;0;0;0;0;0;0
"Rider5";"36/2010";0;0;0;0;0;0;0;0;0;0;0;0;2.0;8154.0;138.93;0;0;0;2.0;4732.0;122.76
"Rider5";"25/2010";0;0;0;0;0;0;0;0;0;2.0;8475.0;126.27;0;0;0;0;0;0;0;0;0
"Rider5";"21/2011";0;0;0;0;0;0;0;0;0;2.0;5903.0;127.65;0;0;0;0;0;0;0;0;0
"Rider5";"21/2009";1.0;4129.0;110.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"50/2009";0;0;0;0;0;0;0;0;0;0;0;0;2.0;17856.0;137.53;0;0;0;0;0;0
"Rider5";"31/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;13101.0;141.4
"Rider2";"40/2012";0;0;0;1.0;2270.0;97.09;1.0;6000.0;98.61;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"40/2012";2.0;2230.0;124.52;0;0;0;1.0;5484.0;110.04;1.0;1935.0;116.13;0;0;0;0;0;0;1.0;7692.0;115.21
"Rider2";"44/2013";2.0;8184.0;126.08;0;0;0;0;0;0;1.0;12125.0;107.43;1.0;8235.0;114.73;0;0;0;2.0;5191.0;124.85
"Rider4";"44/2013";1.0;5972.0;96.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider2";"43/2012";1.0;5057.0;117.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"43/2012";0;0;0;0;0;0;0;0;0;0;0;0;2.0;3484.0;132.59;2.0;5369.0;135.25;0;0;0
"Rider4";"17/2012";0;0;0;0;0;0;2.0;13885.0;122.95;1.0;5494.0;88.69;1.0;13706.0;89.93;0;0;0;3.0;9111.0;156.92
"Rider4";"34/2012";0;0;0;0;0;0;2.0;10222.0;134.93;0;0;0;0;0;0;1.0;4045.0;95.15;0;0;0
"Rider4";"6/2012";3.0;3252.0;151.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
